,year,Senate,HOR,value,president,party,All_beverages_in_Gallons
697,1982,Republicans,Democrats,10.9,Ronald Reagan,Republican,2.72
698,1982,Republicans,Democrats,10.87,Ronald Reagan,Republican,2.72
699,1982,Republicans,Democrats,10.91,Ronald Reagan,Republican,2.72
700,1982,Republicans,Democrats,10.92,Ronald Reagan,Republican,2.72
701,1982,Republicans,Democrats,11.03,Ronald Reagan,Republican,2.72
702,1982,Republicans,Democrats,11.25,Ronald Reagan,Republican,2.72
703,1982,Republicans,Democrats,11.17,Ronald Reagan,Republican,2.72
704,1982,Republicans,Democrats,11.23,Ronald Reagan,Republican,2.72
705,1982,Republicans,Democrats,11.12,Ronald Reagan,Republican,2.72
706,1982,Republicans,Democrats,11.01,Ronald Reagan,Republican,2.72
707,1982,Republicans,Democrats,10.84,Ronald Reagan,Republican,2.72
708,1982,Republicans,Democrats,10.72,Ronald Reagan,Republican,2.72
709,1982,Republicans,Democrats,10.66,Ronald Reagan,Republican,2.72
710,1982,Republicans,Democrats,10.59,Ronald Reagan,Republican,2.72
711,1982,Republicans,Democrats,10.61,Ronald Reagan,Republican,2.72
712,1982,Republicans,Democrats,10.44,Ronald Reagan,Republican,2.72
713,1982,Republicans,Democrats,10.37,Ronald Reagan,Republican,2.72
714,1982,Republicans,Democrats,10.43,Ronald Reagan,Republican,2.72
715,1982,Republicans,Democrats,10.52,Ronald Reagan,Republican,2.72
716,1982,Republicans,Democrats,10.6,Ronald Reagan,Republican,2.72
717,1982,Republicans,Democrats,10.54,Ronald Reagan,Republican,2.72
718,1982,Republicans,Democrats,10.33,Ronald Reagan,Republican,2.72
719,1982,Republicans,Democrats,10.35,Ronald Reagan,Republican,2.72
720,1982,Republicans,Democrats,10.43,Ronald Reagan,Republican,2.72
721,1982,Republicans,Democrats,10.46,Ronald Reagan,Republican,2.72
722,1982,Republicans,Democrats,10.52,Ronald Reagan,Republican,2.72
723,1982,Republicans,Democrats,10.47,Ronald Reagan,Republican,2.72
724,1982,Republicans,Democrats,10.72,Ronald Reagan,Republican,2.72
725,1982,Republicans,Democrats,10.7,Ronald Reagan,Republican,2.72
726,1982,Republicans,Democrats,10.69,Ronald Reagan,Republican,2.72
727,1982,Republicans,Democrats,10.63,Ronald Reagan,Republican,2.72
728,1982,Republicans,Democrats,10.44,Ronald Reagan,Republican,2.72
729,1982,Republicans,Democrats,10.41,Ronald Reagan,Republican,2.72
730,1982,Republicans,Democrats,10.45,Ronald Reagan,Republican,2.72
731,1982,Republicans,Democrats,10.54,Ronald Reagan,Republican,2.72
732,1982,Republicans,Democrats,10.52,Ronald Reagan,Republican,2.72
733,1982,Republicans,Democrats,10.63,Ronald Reagan,Republican,2.72
734,1982,Republicans,Democrats,10.57,Ronald Reagan,Republican,2.72
735,1982,Republicans,Democrats,10.48,Ronald Reagan,Republican,2.72
736,1982,Republicans,Democrats,10.55,Ronald Reagan,Republican,2.72
737,1982,Republicans,Democrats,10.66,Ronald Reagan,Republican,2.72
738,1982,Republicans,Democrats,10.69,Ronald Reagan,Republican,2.72
739,1982,Republicans,Democrats,10.77,Ronald Reagan,Republican,2.72
740,1982,Republicans,Democrats,10.53,Ronald Reagan,Republican,2.72
741,1982,Republicans,Democrats,10.55,Ronald Reagan,Republican,2.72
742,1982,Republicans,Democrats,10.5,Ronald Reagan,Republican,2.72
743,1982,Republicans,Democrats,10.44,Ronald Reagan,Republican,2.72
744,1982,Republicans,Democrats,10.43,Ronald Reagan,Republican,2.72
745,1982,Republicans,Democrats,10.49,Ronald Reagan,Republican,2.72
746,1982,Republicans,Democrats,10.46,Ronald Reagan,Republican,2.72
747,1982,Republicans,Democrats,10.43,Ronald Reagan,Republican,2.72
748,1983,Republicans,Democrats,10.39,Ronald Reagan,Republican,2.69
749,1983,Republicans,Democrats,10.45,Ronald Reagan,Republican,2.69
750,1983,Republicans,Democrats,10.47,Ronald Reagan,Republican,2.69
751,1983,Republicans,Democrats,10.5,Ronald Reagan,Republican,2.69
752,1983,Republicans,Democrats,10.5,Ronald Reagan,Republican,2.69
753,1983,Republicans,Democrats,10.51,Ronald Reagan,Republican,2.69
754,1983,Republicans,Democrats,10.48,Ronald Reagan,Republican,2.69
755,1983,Republicans,Democrats,10.46,Ronald Reagan,Republican,2.69
756,1983,Republicans,Democrats,10.45,Ronald Reagan,Republican,2.69
757,1983,Republicans,Democrats,10.5,Ronald Reagan,Republican,2.69
758,1983,Republicans,Democrats,10.5,Ronald Reagan,Republican,2.69
759,1983,Republicans,Democrats,10.56,Ronald Reagan,Republican,2.69
760,1983,Republicans,Democrats,10.67,Ronald Reagan,Republican,2.69
761,1983,Republicans,Democrats,10.66,Ronald Reagan,Republican,2.69
762,1983,Republicans,Democrats,10.78,Ronald Reagan,Republican,2.69
763,1983,Republicans,Democrats,10.88,Ronald Reagan,Republican,2.69
764,1983,Republicans,Democrats,10.82,Ronald Reagan,Republican,2.69
765,1983,Republicans,Democrats,10.92,Ronald Reagan,Republican,2.69
766,1983,Republicans,Democrats,10.85,Ronald Reagan,Republican,2.69
767,1983,Republicans,Democrats,10.9,Ronald Reagan,Republican,2.69
768,1983,Republicans,Democrats,10.99,Ronald Reagan,Republican,2.69
769,1983,Republicans,Democrats,10.95,Ronald Reagan,Republican,2.69
770,1983,Republicans,Democrats,10.94,Ronald Reagan,Republican,2.69
771,1983,Republicans,Democrats,11.06,Ronald Reagan,Republican,2.69
772,1983,Republicans,Democrats,11.12,Ronald Reagan,Republican,2.69
773,1983,Republicans,Democrats,11.1,Ronald Reagan,Republican,2.69
774,1983,Republicans,Democrats,11.12,Ronald Reagan,Republican,2.69
775,1983,Republicans,Democrats,11.14,Ronald Reagan,Republican,2.69
776,1983,Republicans,Democrats,10.96,Ronald Reagan,Republican,2.69
777,1983,Republicans,Democrats,10.94,Ronald Reagan,Republican,2.69
778,1983,Republicans,Democrats,10.95,Ronald Reagan,Republican,2.69
779,1983,Republicans,Democrats,10.99,Ronald Reagan,Republican,2.69
780,1983,Republicans,Democrats,10.95,Ronald Reagan,Republican,2.69
781,1983,Republicans,Democrats,10.86,Ronald Reagan,Republican,2.69
782,1983,Republicans,Democrats,10.78,Ronald Reagan,Republican,2.69
783,1983,Republicans,Democrats,10.63,Ronald Reagan,Republican,2.69
784,1983,Republicans,Democrats,10.62,Ronald Reagan,Republican,2.69
785,1983,Republicans,Democrats,10.61,Ronald Reagan,Republican,2.69
786,1983,Republicans,Democrats,10.5,Ronald Reagan,Republican,2.69
787,1983,Republicans,Democrats,10.51,Ronald Reagan,Republican,2.69
788,1983,Republicans,Democrats,10.45,Ronald Reagan,Republican,2.69
789,1983,Republicans,Democrats,10.48,Ronald Reagan,Republican,2.69
790,1983,Republicans,Democrats,10.44,Ronald Reagan,Republican,2.69
791,1983,Republicans,Democrats,10.46,Ronald Reagan,Republican,2.69
792,1983,Republicans,Democrats,10.59,Ronald Reagan,Republican,2.69
793,1983,Republicans,Democrats,10.65,Ronald Reagan,Republican,2.69
794,1983,Republicans,Democrats,10.64,Ronald Reagan,Republican,2.69
795,1983,Republicans,Democrats,10.67,Ronald Reagan,Republican,2.69
796,1983,Republicans,Democrats,10.75,Ronald Reagan,Republican,2.69
797,1983,Republicans,Democrats,10.66,Ronald Reagan,Republican,2.69
798,1983,Republicans,Democrats,10.62,Ronald Reagan,Republican,2.69
799,1983,Republicans,Democrats,10.68,Ronald Reagan,Republican,2.69
800,1983,Republicans,Democrats,10.68,Ronald Reagan,Republican,2.69
801,1983,Republicans,Democrats,10.71,Ronald Reagan,Republican,2.69
802,1983,Republicans,Democrats,10.71,Ronald Reagan,Republican,2.69
803,1983,Republicans,Democrats,10.71,Ronald Reagan,Republican,2.69
804,1983,Republicans,Democrats,10.64,Ronald Reagan,Republican,2.69
805,1983,Republicans,Democrats,10.61,Ronald Reagan,Republican,2.69
806,1983,Republicans,Democrats,10.7,Ronald Reagan,Republican,2.69
807,1983,Republicans,Democrats,10.71,Ronald Reagan,Republican,2.69
808,1983,Republicans,Democrats,10.66,Ronald Reagan,Republican,2.69
809,1983,Republicans,Democrats,10.65,Ronald Reagan,Republican,2.69
810,1983,Republicans,Democrats,10.69,Ronald Reagan,Republican,2.69
811,1983,Republicans,Democrats,10.67,Ronald Reagan,Republican,2.69
812,1983,Republicans,Democrats,10.55,Ronald Reagan,Republican,2.69
813,1983,Republicans,Democrats,10.54,Ronald Reagan,Republican,2.69
814,1983,Republicans,Democrats,10.56,Ronald Reagan,Republican,2.69
815,1983,Republicans,Democrats,10.58,Ronald Reagan,Republican,2.69
816,1983,Republicans,Democrats,10.46,Ronald Reagan,Republican,2.69
817,1983,Republicans,Democrats,10.46,Ronald Reagan,Republican,2.69
818,1983,Republicans,Democrats,10.44,Ronald Reagan,Republican,2.69
819,1983,Republicans,Democrats,10.37,Ronald Reagan,Republican,2.69
820,1983,Republicans,Democrats,10.4,Ronald Reagan,Republican,2.69
821,1983,Republicans,Democrats,10.35,Ronald Reagan,Republican,2.69
822,1983,Republicans,Democrats,10.46,Ronald Reagan,Republican,2.69
823,1983,Republicans,Democrats,10.48,Ronald Reagan,Republican,2.69
824,1983,Republicans,Democrats,10.53,Ronald Reagan,Republican,2.69
825,1983,Republicans,Democrats,10.52,Ronald Reagan,Republican,2.69
826,1983,Republicans,Democrats,10.48,Ronald Reagan,Republican,2.69
827,1983,Republicans,Democrats,10.47,Ronald Reagan,Republican,2.69
828,1983,Republicans,Democrats,10.43,Ronald Reagan,Republican,2.69
829,1983,Republicans,Democrats,10.41,Ronald Reagan,Republican,2.69
830,1983,Republicans,Democrats,10.38,Ronald Reagan,Republican,2.69
831,1983,Republicans,Democrats,10.39,Ronald Reagan,Republican,2.69
832,1983,Republicans,Democrats,10.38,Ronald Reagan,Republican,2.69
833,1983,Republicans,Democrats,10.27,Ronald Reagan,Republican,2.69
834,1983,Republicans,Democrats,10.3,Ronald Reagan,Republican,2.69
835,1983,Republicans,Democrats,10.28,Ronald Reagan,Republican,2.69
836,1983,Republicans,Democrats,10.37,Ronald Reagan,Republican,2.69
837,1983,Republicans,Democrats,10.3,Ronald Reagan,Republican,2.69
838,1983,Republicans,Democrats,10.33,Ronald Reagan,Republican,2.69
839,1983,Republicans,Democrats,10.4,Ronald Reagan,Republican,2.69
840,1983,Republicans,Democrats,10.37,Ronald Reagan,Republican,2.69
841,1983,Republicans,Democrats,10.54,Ronald Reagan,Republican,2.69
842,1983,Republicans,Democrats,10.58,Ronald Reagan,Republican,2.69
843,1983,Republicans,Democrats,10.6,Ronald Reagan,Republican,2.69
844,1983,Republicans,Democrats,10.67,Ronald Reagan,Republican,2.69
845,1983,Republicans,Democrats,10.69,Ronald Reagan,Republican,2.69
846,1983,Republicans,Democrats,10.71,Ronald Reagan,Republican,2.69
847,1983,Republicans,Democrats,10.69,Ronald Reagan,Republican,2.69
848,1983,Republicans,Democrats,10.71,Ronald Reagan,Republican,2.69
849,1983,Republicans,Democrats,10.76,Ronald Reagan,Republican,2.69
850,1983,Republicans,Democrats,10.78,Ronald Reagan,Republican,2.69
851,1983,Republicans,Democrats,10.97,Ronald Reagan,Republican,2.69
852,1983,Republicans,Democrats,10.91,Ronald Reagan,Republican,2.69
853,1983,Republicans,Democrats,10.91,Ronald Reagan,Republican,2.69
854,1983,Republicans,Democrats,10.93,Ronald Reagan,Republican,2.69
855,1983,Republicans,Democrats,10.9,Ronald Reagan,Republican,2.69
856,1983,Republicans,Democrats,10.97,Ronald Reagan,Republican,2.69
857,1983,Republicans,Democrats,11.02,Ronald Reagan,Republican,2.69
858,1983,Republicans,Democrats,10.96,Ronald Reagan,Republican,2.69
859,1983,Republicans,Democrats,10.95,Ronald Reagan,Republican,2.69
860,1983,Republicans,Democrats,10.84,Ronald Reagan,Republican,2.69
861,1983,Republicans,Democrats,10.88,Ronald Reagan,Republican,2.69
862,1983,Republicans,Democrats,10.81,Ronald Reagan,Republican,2.69
863,1983,Republicans,Democrats,10.72,Ronald Reagan,Republican,2.69
864,1983,Republicans,Democrats,10.77,Ronald Reagan,Republican,2.69
865,1983,Republicans,Democrats,10.85,Ronald Reagan,Republican,2.69
866,1983,Republicans,Democrats,10.86,Ronald Reagan,Republican,2.69
867,1983,Republicans,Democrats,10.9,Ronald Reagan,Republican,2.69
868,1983,Republicans,Democrats,10.95,Ronald Reagan,Republican,2.69
869,1983,Republicans,Democrats,11.06,Ronald Reagan,Republican,2.69
870,1983,Republicans,Democrats,11.16,Ronald Reagan,Republican,2.69
871,1983,Republicans,Democrats,11.1,Ronald Reagan,Republican,2.69
872,1983,Republicans,Democrats,11.06,Ronald Reagan,Republican,2.69
873,1983,Republicans,Democrats,11.01,Ronald Reagan,Republican,2.69
874,1983,Republicans,Democrats,11,Ronald Reagan,Republican,2.69
875,1983,Republicans,Democrats,11.25,Ronald Reagan,Republican,2.69
876,1983,Republicans,Democrats,11.21,Ronald Reagan,Republican,2.69
877,1983,Republicans,Democrats,11.31,Ronald Reagan,Republican,2.69
878,1983,Republicans,Democrats,11.37,Ronald Reagan,Republican,2.69
879,1983,Republicans,Democrats,11.29,Ronald Reagan,Republican,2.69
880,1983,Republicans,Democrats,11.45,Ronald Reagan,Republican,2.69
881,1983,Republicans,Democrats,11.44,Ronald Reagan,Republican,2.69
882,1983,Republicans,Democrats,11.38,Ronald Reagan,Republican,2.69
883,1983,Republicans,Democrats,11.47,Ronald Reagan,Republican,2.69
884,1983,Republicans,Democrats,11.37,Ronald Reagan,Republican,2.69
885,1983,Republicans,Democrats,11.33,Ronald Reagan,Republican,2.69
886,1983,Republicans,Democrats,11.28,Ronald Reagan,Republican,2.69
887,1983,Republicans,Democrats,11.34,Ronald Reagan,Republican,2.69
888,1983,Republicans,Democrats,11.48,Ronald Reagan,Republican,2.69
889,1983,Republicans,Democrats,11.42,Ronald Reagan,Republican,2.69
890,1983,Republicans,Democrats,11.5,Ronald Reagan,Republican,2.69
891,1983,Republicans,Democrats,11.53,Ronald Reagan,Republican,2.69
892,1983,Republicans,Democrats,11.68,Ronald Reagan,Republican,2.69
893,1983,Republicans,Democrats,11.8,Ronald Reagan,Republican,2.69
894,1983,Republicans,Democrats,11.82,Ronald Reagan,Republican,2.69
895,1983,Republicans,Democrats,11.78,Ronald Reagan,Republican,2.69
896,1983,Republicans,Democrats,11.87,Ronald Reagan,Republican,2.69
897,1983,Republicans,Democrats,12.12,Ronald Reagan,Republican,2.69
898,1983,Republicans,Democrats,12.07,Ronald Reagan,Republican,2.69
899,1983,Republicans,Democrats,12.15,Ronald Reagan,Republican,2.69
900,1983,Republicans,Democrats,12.09,Ronald Reagan,Republican,2.69
901,1983,Republicans,Democrats,12.13,Ronald Reagan,Republican,2.69
902,1983,Republicans,Democrats,12,Ronald Reagan,Republican,2.69
903,1983,Republicans,Democrats,11.89,Ronald Reagan,Republican,2.69
904,1983,Republicans,Democrats,11.71,Ronald Reagan,Republican,2.69
905,1983,Republicans,Democrats,11.7,Ronald Reagan,Republican,2.69
906,1983,Republicans,Democrats,11.61,Ronald Reagan,Republican,2.69
907,1983,Republicans,Democrats,11.68,Ronald Reagan,Republican,2.69
908,1983,Republicans,Democrats,11.73,Ronald Reagan,Republican,2.69
909,1983,Republicans,Democrats,11.51,Ronald Reagan,Republican,2.69
910,1983,Republicans,Democrats,11.56,Ronald Reagan,Republican,2.69
911,1983,Republicans,Democrats,11.52,Ronald Reagan,Republican,2.69
912,1983,Republicans,Democrats,11.57,Ronald Reagan,Republican,2.69
913,1983,Republicans,Democrats,11.6,Ronald Reagan,Republican,2.69
914,1983,Republicans,Democrats,11.81,Ronald Reagan,Republican,2.69
915,1983,Republicans,Democrats,11.89,Ronald Reagan,Republican,2.69
916,1983,Republicans,Democrats,11.96,Ronald Reagan,Republican,2.69
917,1983,Republicans,Democrats,11.95,Ronald Reagan,Republican,2.69
918,1983,Republicans,Democrats,11.97,Ronald Reagan,Republican,2.69
919,1983,Republicans,Democrats,11.82,Ronald Reagan,Republican,2.69
920,1983,Republicans,Democrats,11.68,Ronald Reagan,Republican,2.69
921,1983,Republicans,Democrats,11.73,Ronald Reagan,Republican,2.69
922,1983,Republicans,Democrats,11.7,Ronald Reagan,Republican,2.69
923,1983,Republicans,Democrats,11.56,Ronald Reagan,Republican,2.69
924,1983,Republicans,Democrats,11.61,Ronald Reagan,Republican,2.69
925,1983,Republicans,Democrats,11.73,Ronald Reagan,Republican,2.69
926,1983,Republicans,Democrats,11.8,Ronald Reagan,Republican,2.69
927,1983,Republicans,Democrats,11.65,Ronald Reagan,Republican,2.69
928,1983,Republicans,Democrats,11.65,Ronald Reagan,Republican,2.69
929,1983,Republicans,Democrats,11.57,Ronald Reagan,Republican,2.69
930,1983,Republicans,Democrats,11.6,Ronald Reagan,Republican,2.69
931,1983,Republicans,Democrats,11.56,Ronald Reagan,Republican,2.69
932,1983,Republicans,Democrats,11.47,Ronald Reagan,Republican,2.69
933,1983,Republicans,Democrats,11.42,Ronald Reagan,Republican,2.69
934,1983,Republicans,Democrats,11.44,Ronald Reagan,Republican,2.69
935,1983,Republicans,Democrats,11.47,Ronald Reagan,Republican,2.69
936,1983,Republicans,Democrats,11.48,Ronald Reagan,Republican,2.69
937,1983,Republicans,Democrats,11.44,Ronald Reagan,Republican,2.69
938,1983,Republicans,Democrats,11.48,Ronald Reagan,Republican,2.69
939,1983,Republicans,Democrats,11.47,Ronald Reagan,Republican,2.69
940,1983,Republicans,Democrats,11.38,Ronald Reagan,Republican,2.69
941,1983,Republicans,Democrats,11.36,Ronald Reagan,Republican,2.69
942,1983,Republicans,Democrats,11.38,Ronald Reagan,Republican,2.69
943,1983,Republicans,Democrats,11.61,Ronald Reagan,Republican,2.69
944,1983,Republicans,Democrats,11.62,Ronald Reagan,Republican,2.69
945,1983,Republicans,Democrats,11.69,Ronald Reagan,Republican,2.69
946,1983,Republicans,Democrats,11.61,Ronald Reagan,Republican,2.69
947,1983,Republicans,Democrats,11.51,Ronald Reagan,Republican,2.69
948,1983,Republicans,Democrats,11.56,Ronald Reagan,Republican,2.69
949,1983,Republicans,Democrats,11.51,Ronald Reagan,Republican,2.69
950,1983,Republicans,Democrats,11.51,Ronald Reagan,Republican,2.69
951,1983,Republicans,Democrats,11.47,Ronald Reagan,Republican,2.69
952,1983,Republicans,Democrats,11.69,Ronald Reagan,Republican,2.69
953,1983,Republicans,Democrats,11.73,Ronald Reagan,Republican,2.69
954,1983,Republicans,Democrats,11.73,Ronald Reagan,Republican,2.69
955,1983,Republicans,Democrats,11.71,Ronald Reagan,Republican,2.69
956,1983,Republicans,Democrats,11.74,Ronald Reagan,Republican,2.69
957,1983,Republicans,Democrats,11.78,Ronald Reagan,Republican,2.69
958,1983,Republicans,Democrats,11.77,Ronald Reagan,Republican,2.69
959,1983,Republicans,Democrats,11.76,Ronald Reagan,Republican,2.69
960,1983,Republicans,Democrats,11.83,Ronald Reagan,Republican,2.69
961,1983,Republicans,Democrats,11.91,Ronald Reagan,Republican,2.69
962,1983,Republicans,Democrats,11.9,Ronald Reagan,Republican,2.69
963,1983,Republicans,Democrats,11.87,Ronald Reagan,Republican,2.69
964,1983,Republicans,Democrats,11.74,Ronald Reagan,Republican,2.69
965,1983,Republicans,Democrats,11.73,Ronald Reagan,Republican,2.69
966,1983,Republicans,Democrats,11.72,Ronald Reagan,Republican,2.69
967,1983,Republicans,Democrats,11.76,Ronald Reagan,Republican,2.69
968,1983,Republicans,Democrats,11.78,Ronald Reagan,Republican,2.69
969,1983,Republicans,Democrats,11.79,Ronald Reagan,Republican,2.69
970,1983,Republicans,Democrats,11.7,Ronald Reagan,Republican,2.69
971,1983,Republicans,Democrats,11.64,Ronald Reagan,Republican,2.69
972,1983,Republicans,Democrats,11.65,Ronald Reagan,Republican,2.69
973,1983,Republicans,Democrats,11.63,Ronald Reagan,Republican,2.69
974,1983,Republicans,Democrats,11.7,Ronald Reagan,Republican,2.69
975,1983,Republicans,Democrats,11.62,Ronald Reagan,Republican,2.69
976,1983,Republicans,Democrats,11.67,Ronald Reagan,Republican,2.69
977,1983,Republicans,Democrats,11.67,Ronald Reagan,Republican,2.69
978,1983,Republicans,Democrats,11.79,Ronald Reagan,Republican,2.69
979,1983,Republicans,Democrats,11.81,Ronald Reagan,Republican,2.69
980,1983,Republicans,Democrats,11.81,Ronald Reagan,Republican,2.69
981,1983,Republicans,Democrats,11.83,Ronald Reagan,Republican,2.69
982,1983,Republicans,Democrats,11.93,Ronald Reagan,Republican,2.69
983,1983,Republicans,Democrats,11.95,Ronald Reagan,Republican,2.69
984,1983,Republicans,Democrats,11.94,Ronald Reagan,Republican,2.69
985,1983,Republicans,Democrats,12,Ronald Reagan,Republican,2.69
986,1983,Republicans,Democrats,12.01,Ronald Reagan,Republican,2.69
987,1983,Republicans,Democrats,11.99,Ronald Reagan,Republican,2.69
988,1983,Republicans,Democrats,11.94,Ronald Reagan,Republican,2.69
989,1983,Republicans,Democrats,11.94,Ronald Reagan,Republican,2.69
990,1983,Republicans,Democrats,11.94,Ronald Reagan,Republican,2.69
991,1983,Republicans,Democrats,11.91,Ronald Reagan,Republican,2.69
992,1983,Republicans,Democrats,11.84,Ronald Reagan,Republican,2.69
993,1983,Republicans,Democrats,11.86,Ronald Reagan,Republican,2.69
994,1983,Republicans,Democrats,11.8,Ronald Reagan,Republican,2.69
995,1983,Republicans,Democrats,11.84,Ronald Reagan,Republican,2.69
996,1983,Republicans,Democrats,11.84,Ronald Reagan,Republican,2.69
997,1983,Republicans,Democrats,11.87,Ronald Reagan,Republican,2.69
998,1984,Republicans,Democrats,11.93,Ronald Reagan,Republican,2.65
999,1984,Republicans,Democrats,11.83,Ronald Reagan,Republican,2.65
1000,1984,Republicans,Democrats,11.84,Ronald Reagan,Republican,2.65
1001,1984,Republicans,Democrats,11.82,Ronald Reagan,Republican,2.65
1002,1984,Republicans,Democrats,11.84,Ronald Reagan,Republican,2.65
1003,1984,Republicans,Democrats,11.79,Ronald Reagan,Republican,2.65
1004,1984,Republicans,Democrats,11.83,Ronald Reagan,Republican,2.65
1005,1984,Republicans,Democrats,11.81,Ronald Reagan,Republican,2.65
1006,1984,Republicans,Democrats,11.67,Ronald Reagan,Republican,2.65
1007,1984,Republicans,Democrats,11.62,Ronald Reagan,Republican,2.65
1008,1984,Republicans,Democrats,11.65,Ronald Reagan,Republican,2.65
1009,1984,Republicans,Democrats,11.7,Ronald Reagan,Republican,2.65
1010,1984,Republicans,Democrats,11.68,Ronald Reagan,Republican,2.65
1011,1984,Republicans,Democrats,11.71,Ronald Reagan,Republican,2.65
1012,1984,Republicans,Democrats,11.69,Ronald Reagan,Republican,2.65
1013,1984,Republicans,Democrats,11.69,Ronald Reagan,Republican,2.65
1014,1984,Republicans,Democrats,11.72,Ronald Reagan,Republican,2.65
1015,1984,Republicans,Democrats,11.7,Ronald Reagan,Republican,2.65
1016,1984,Republicans,Democrats,11.73,Ronald Reagan,Republican,2.65
1017,1984,Republicans,Democrats,11.74,Ronald Reagan,Republican,2.65
1018,1984,Republicans,Democrats,11.78,Ronald Reagan,Republican,2.65
1019,1984,Republicans,Democrats,11.74,Ronald Reagan,Republican,2.65
1020,1984,Republicans,Democrats,11.71,Ronald Reagan,Republican,2.65
1021,1984,Republicans,Democrats,11.72,Ronald Reagan,Republican,2.65
1022,1984,Republicans,Democrats,11.79,Ronald Reagan,Republican,2.65
1023,1984,Republicans,Democrats,11.79,Ronald Reagan,Republican,2.65
1024,1984,Republicans,Democrats,11.83,Ronald Reagan,Republican,2.65
1025,1984,Republicans,Democrats,11.84,Ronald Reagan,Republican,2.65
1026,1984,Republicans,Democrats,11.92,Ronald Reagan,Republican,2.65
1027,1984,Republicans,Democrats,11.95,Ronald Reagan,Republican,2.65
1028,1984,Republicans,Democrats,11.92,Ronald Reagan,Republican,2.65
1029,1984,Republicans,Democrats,11.94,Ronald Reagan,Republican,2.65
1030,1984,Republicans,Democrats,12.02,Ronald Reagan,Republican,2.65
1031,1984,Republicans,Democrats,12.02,Ronald Reagan,Republican,2.65
1032,1984,Republicans,Democrats,12.06,Ronald Reagan,Republican,2.65
1033,1984,Republicans,Democrats,12.17,Ronald Reagan,Republican,2.65
1034,1984,Republicans,Democrats,12.1,Ronald Reagan,Republican,2.65
1035,1984,Republicans,Democrats,12.16,Ronald Reagan,Republican,2.65
1036,1984,Republicans,Democrats,12.22,Ronald Reagan,Republican,2.65
1037,1984,Republicans,Democrats,12.14,Ronald Reagan,Republican,2.65
1038,1984,Republicans,Democrats,12.16,Ronald Reagan,Republican,2.65
1039,1984,Republicans,Democrats,12.05,Ronald Reagan,Republican,2.65
1040,1984,Republicans,Democrats,12.17,Ronald Reagan,Republican,2.65
1041,1984,Republicans,Democrats,12.19,Ronald Reagan,Republican,2.65
1042,1984,Republicans,Democrats,12.31,Ronald Reagan,Republican,2.65
1043,1984,Republicans,Democrats,12.33,Ronald Reagan,Republican,2.65
1044,1984,Republicans,Democrats,12.35,Ronald Reagan,Republican,2.65
1045,1984,Republicans,Democrats,12.33,Ronald Reagan,Republican,2.65
1046,1984,Republicans,Democrats,12.37,Ronald Reagan,Republican,2.65
1047,1984,Republicans,Democrats,12.4,Ronald Reagan,Republican,2.65
1048,1984,Republicans,Democrats,12.39,Ronald Reagan,Republican,2.65
1049,1984,Republicans,Democrats,12.43,Ronald Reagan,Republican,2.65
1050,1984,Republicans,Democrats,12.53,Ronald Reagan,Republican,2.65
1051,1984,Republicans,Democrats,12.51,Ronald Reagan,Republican,2.65
1052,1984,Republicans,Democrats,12.53,Ronald Reagan,Republican,2.65
1053,1984,Republicans,Democrats,12.53,Ronald Reagan,Republican,2.65
1054,1984,Republicans,Democrats,12.5,Ronald Reagan,Republican,2.65
1055,1984,Republicans,Democrats,12.48,Ronald Reagan,Republican,2.65
1056,1984,Republicans,Democrats,12.5,Ronald Reagan,Republican,2.65
1057,1984,Republicans,Democrats,12.44,Ronald Reagan,Republican,2.65
1058,1984,Republicans,Democrats,12.42,Ronald Reagan,Republican,2.65
1059,1984,Republicans,Democrats,12.52,Ronald Reagan,Republican,2.65
1060,1984,Republicans,Democrats,12.55,Ronald Reagan,Republican,2.65
1061,1984,Republicans,Democrats,12.63,Ronald Reagan,Republican,2.65
1062,1984,Republicans,Democrats,12.67,Ronald Reagan,Republican,2.65
1063,1984,Republicans,Democrats,12.67,Ronald Reagan,Republican,2.65
1064,1984,Republicans,Democrats,12.5,Ronald Reagan,Republican,2.65
1065,1984,Republicans,Democrats,12.48,Ronald Reagan,Republican,2.65
1066,1984,Republicans,Democrats,12.54,Ronald Reagan,Republican,2.65
1067,1984,Republicans,Democrats,12.51,Ronald Reagan,Republican,2.65
1068,1984,Republicans,Democrats,12.41,Ronald Reagan,Republican,2.65
1069,1984,Republicans,Democrats,12.58,Ronald Reagan,Republican,2.65
1070,1984,Republicans,Democrats,12.65,Ronald Reagan,Republican,2.65
1071,1984,Republicans,Democrats,12.62,Ronald Reagan,Republican,2.65
1072,1984,Republicans,Democrats,12.73,Ronald Reagan,Republican,2.65
1073,1984,Republicans,Democrats,12.81,Ronald Reagan,Republican,2.65
1074,1984,Republicans,Democrats,12.82,Ronald Reagan,Republican,2.65
1075,1984,Republicans,Democrats,12.75,Ronald Reagan,Republican,2.65
1076,1984,Republicans,Democrats,12.71,Ronald Reagan,Republican,2.65
1077,1984,Republicans,Democrats,12.68,Ronald Reagan,Republican,2.65
1078,1984,Republicans,Democrats,12.82,Ronald Reagan,Republican,2.65
1079,1984,Republicans,Democrats,12.86,Ronald Reagan,Republican,2.65
1080,1984,Republicans,Democrats,12.87,Ronald Reagan,Republican,2.65
1081,1984,Republicans,Democrats,12.9,Ronald Reagan,Republican,2.65
