,year,Senate,HOR,value,president,party,All_beverages_in_Gallons,AvgCost,RealGDP
1443,1985,Republicans,Democrats,10.52,Ronald Reagan,Republican,2.62,0.553,0.978342676
1444,1985,Republicans,Democrats,10.47,Ronald Reagan,Republican,2.62,0.553,0.978342676
1445,1985,Republicans,Democrats,10.44,Ronald Reagan,Republican,2.62,0.553,0.978342676
1446,1985,Republicans,Democrats,10.44,Ronald Reagan,Republican,2.62,0.553,0.978342676
1447,1985,Republicans,Democrats,10.39,Ronald Reagan,Republican,2.62,0.553,0.978342676
1448,1985,Republicans,Democrats,10.39,Ronald Reagan,Republican,2.62,0.553,0.978342676
1449,1985,Republicans,Democrats,10.41,Ronald Reagan,Republican,2.62,0.553,0.978342676
1450,1985,Republicans,Democrats,10.47,Ronald Reagan,Republican,2.62,0.553,0.978342676
1451,1985,Republicans,Democrats,10.53,Ronald Reagan,Republican,2.62,0.553,0.978342676
1452,1985,Republicans,Democrats,10.37,Ronald Reagan,Republican,2.62,0.553,0.978342676
1453,1985,Republicans,Democrats,10.26,Ronald Reagan,Republican,2.62,0.553,0.978342676
1454,1985,Republicans,Democrats,10.28,Ronald Reagan,Republican,2.62,0.553,0.978342676
1455,1985,Republicans,Democrats,10.24,Ronald Reagan,Republican,2.62,0.553,0.978342676
1456,1985,Republicans,Democrats,10.23,Ronald Reagan,Republican,2.62,0.553,0.978342676
1457,1985,Republicans,Democrats,10.18,Ronald Reagan,Republican,2.62,0.553,0.978342676
1458,1985,Republicans,Democrats,10.19,Ronald Reagan,Republican,2.62,0.553,0.978342676
1459,1985,Republicans,Democrats,10.18,Ronald Reagan,Republican,2.62,0.553,0.978342676
1460,1985,Republicans,Democrats,10.13,Ronald Reagan,Republican,2.62,0.553,0.978342676
1461,1985,Republicans,Democrats,10.03,Ronald Reagan,Republican,2.62,0.553,0.978342676
1462,1985,Republicans,Democrats,10.07,Ronald Reagan,Republican,2.62,0.553,0.978342676
1463,1985,Republicans,Democrats,10.12,Ronald Reagan,Republican,2.62,0.553,0.978342676
1464,1985,Republicans,Democrats,10.18,Ronald Reagan,Republican,2.62,0.553,0.978342676
1465,1985,Republicans,Democrats,10.03,Ronald Reagan,Republican,2.62,0.553,0.978342676
1466,1985,Republicans,Democrats,10,Ronald Reagan,Republican,2.62,0.553,0.978342676
1467,1985,Republicans,Democrats,10,Ronald Reagan,Republican,2.62,0.553,0.978342676
1468,1985,Republicans,Democrats,9.93,Ronald Reagan,Republican,2.62,0.553,0.978342676
1469,1985,Republicans,Democrats,9.95,Ronald Reagan,Republican,2.62,0.553,0.978342676
1470,1985,Republicans,Democrats,9.98,Ronald Reagan,Republican,2.62,0.553,0.978342676
1471,1985,Republicans,Democrats,9.96,Ronald Reagan,Republican,2.62,0.553,0.978342676
1472,1985,Republicans,Democrats,9.91,Ronald Reagan,Republican,2.62,0.553,0.978342676
1473,1985,Republicans,Democrats,9.86,Ronald Reagan,Republican,2.62,0.553,0.978342676
1474,1985,Republicans,Democrats,9.94,Ronald Reagan,Republican,2.62,0.553,0.978342676
1475,1985,Republicans,Democrats,9.92,Ronald Reagan,Republican,2.62,0.553,0.978342676
1476,1985,Republicans,Democrats,9.88,Ronald Reagan,Republican,2.62,0.553,0.978342676
1477,1985,Republicans,Democrats,9.88,Ronald Reagan,Republican,2.62,0.553,0.978342676
1478,1985,Republicans,Democrats,9.9,Ronald Reagan,Republican,2.62,0.553,0.978342676
1479,1985,Republicans,Democrats,9.77,Ronald Reagan,Republican,2.62,0.553,0.978342676
1480,1985,Republicans,Democrats,9.65,Ronald Reagan,Republican,2.62,0.553,0.978342676
1481,1985,Republicans,Democrats,9.53,Ronald Reagan,Republican,2.62,0.553,0.978342676
1482,1985,Republicans,Democrats,9.58,Ronald Reagan,Republican,2.62,0.553,0.978342676
1483,1985,Republicans,Democrats,9.53,Ronald Reagan,Republican,2.62,0.553,0.978342676
1484,1985,Republicans,Democrats,9.45,Ronald Reagan,Republican,2.62,0.553,0.978342676
1485,1985,Republicans,Democrats,9.35,Ronald Reagan,Republican,2.62,0.553,0.978342676
1486,1985,Republicans,Democrats,9.4,Ronald Reagan,Republican,2.62,0.553,0.978342676
1487,1985,Republicans,Democrats,9.37,Ronald Reagan,Republican,2.62,0.553,0.978342676
1488,1985,Republicans,Democrats,9.33,Ronald Reagan,Republican,2.62,0.553,0.978342676
1489,1985,Republicans,Democrats,9.34,Ronald Reagan,Republican,2.62,0.553,0.978342676
1490,1985,Republicans,Democrats,9.33,Ronald Reagan,Republican,2.62,0.553,0.978342676
1491,1985,Republicans,Democrats,9.31,Ronald Reagan,Republican,2.62,0.553,0.978342676
1492,1985,Republicans,Democrats,9.27,Ronald Reagan,Republican,2.62,0.553,0.978342676
1493,1985,Republicans,Democrats,9.28,Ronald Reagan,Republican,2.62,0.553,0.978342676
1494,1985,Republicans,Democrats,9.27,Ronald Reagan,Republican,2.62,0.553,0.978342676
1495,1986,Republicans,Democrats,9.28,Ronald Reagan,Republican,2.58,0.565,0.978783236
1496,1986,Republicans,Democrats,9.3,Ronald Reagan,Republican,2.58,0.565,0.978783236
1497,1986,Republicans,Democrats,9.31,Ronald Reagan,Republican,2.58,0.565,0.978783236
1498,1986,Republicans,Democrats,9.18,Ronald Reagan,Republican,2.58,0.565,0.978783236
1499,1986,Republicans,Democrats,9.36,Ronald Reagan,Republican,2.58,0.565,0.978783236
1500,1986,Republicans,Democrats,9.45,Ronald Reagan,Republican,2.58,0.565,0.978783236
1501,1986,Republicans,Democrats,9.54,Ronald Reagan,Republican,2.58,0.565,0.978783236
1502,1986,Republicans,Democrats,9.65,Ronald Reagan,Republican,2.58,0.565,0.978783236
1503,1986,Republicans,Democrats,9.56,Ronald Reagan,Republican,2.58,0.565,0.978783236
1504,1986,Republicans,Democrats,9.42,Ronald Reagan,Republican,2.58,0.565,0.978783236
1505,1986,Republicans,Democrats,9.43,Ronald Reagan,Republican,2.58,0.565,0.978783236
1506,1986,Republicans,Democrats,9.4,Ronald Reagan,Republican,2.58,0.565,0.978783236
1507,1986,Republicans,Democrats,9.4,Ronald Reagan,Republican,2.58,0.565,0.978783236
1508,1986,Republicans,Democrats,9.45,Ronald Reagan,Republican,2.58,0.565,0.978783236
1509,1986,Republicans,Democrats,9.42,Ronald Reagan,Republican,2.58,0.565,0.978783236
1510,1986,Republicans,Democrats,9.45,Ronald Reagan,Republican,2.58,0.565,0.978783236
1511,1986,Republicans,Democrats,9.37,Ronald Reagan,Republican,2.58,0.565,0.978783236
1512,1986,Republicans,Democrats,9.3,Ronald Reagan,Republican,2.58,0.565,0.978783236
1513,1986,Republicans,Democrats,9.35,Ronald Reagan,Republican,2.58,0.565,0.978783236
1514,1986,Republicans,Democrats,9.36,Ronald Reagan,Republican,2.58,0.565,0.978783236
1515,1986,Republicans,Democrats,9.34,Ronald Reagan,Republican,2.58,0.565,0.978783236
1516,1986,Republicans,Democrats,9.28,Ronald Reagan,Republican,2.58,0.565,0.978783236
1517,1986,Republicans,Democrats,9.23,Ronald Reagan,Republican,2.58,0.565,0.978783236
1518,1986,Republicans,Democrats,9.28,Ronald Reagan,Republican,2.58,0.565,0.978783236
1519,1986,Republicans,Democrats,9.25,Ronald Reagan,Republican,2.58,0.565,0.978783236
1520,1986,Republicans,Democrats,9.32,Ronald Reagan,Republican,2.58,0.565,0.978783236
1521,1986,Republicans,Democrats,9.23,Ronald Reagan,Republican,2.58,0.565,0.978783236
1522,1986,Republicans,Democrats,9.16,Ronald Reagan,Republican,2.58,0.565,0.978783236
1523,1986,Republicans,Democrats,9.13,Ronald Reagan,Republican,2.58,0.565,0.978783236
1524,1986,Republicans,Democrats,9.08,Ronald Reagan,Republican,2.58,0.565,0.978783236
1525,1986,Republicans,Democrats,8.93,Ronald Reagan,Republican,2.58,0.565,0.978783236
1526,1986,Republicans,Democrats,8.89,Ronald Reagan,Republican,2.58,0.565,0.978783236
1527,1986,Republicans,Democrats,8.92,Ronald Reagan,Republican,2.58,0.565,0.978783236
1528,1986,Republicans,Democrats,8.88,Ronald Reagan,Republican,2.58,0.565,0.978783236
1529,1986,Republicans,Democrats,8.73,Ronald Reagan,Republican,2.58,0.565,0.978783236
1530,1986,Republicans,Democrats,8.61,Ronald Reagan,Republican,2.58,0.565,0.978783236
1531,1986,Republicans,Democrats,8.6,Ronald Reagan,Republican,2.58,0.565,0.978783236
1532,1986,Republicans,Democrats,8.54,Ronald Reagan,Republican,2.58,0.565,0.978783236
1533,1986,Republicans,Democrats,8.32,Ronald Reagan,Republican,2.58,0.565,0.978783236
1534,1986,Republicans,Democrats,8.27,Ronald Reagan,Republican,2.58,0.565,0.978783236
1535,1986,Republicans,Democrats,8.16,Ronald Reagan,Republican,2.58,0.565,0.978783236
1536,1986,Republicans,Democrats,8.1,Ronald Reagan,Republican,2.58,0.565,0.978783236
1537,1986,Republicans,Democrats,8.26,Ronald Reagan,Republican,2.58,0.565,0.978783236
1538,1986,Republicans,Democrats,8.19,Ronald Reagan,Republican,2.58,0.565,0.978783236
1539,1986,Republicans,Democrats,8.15,Ronald Reagan,Republican,2.58,0.565,0.978783236
1540,1986,Republicans,Democrats,8,Ronald Reagan,Republican,2.58,0.565,0.978783236
1541,1986,Republicans,Democrats,7.94,Ronald Reagan,Republican,2.58,0.565,0.978783236
1542,1986,Republicans,Democrats,7.91,Ronald Reagan,Republican,2.58,0.565,0.978783236
1543,1986,Republicans,Democrats,7.95,Ronald Reagan,Republican,2.58,0.565,0.978783236
1544,1986,Republicans,Democrats,7.95,Ronald Reagan,Republican,2.58,0.565,0.978783236
1545,1986,Republicans,Democrats,7.97,Ronald Reagan,Republican,2.58,0.565,0.978783236
1546,1986,Republicans,Democrats,8,Ronald Reagan,Republican,2.58,0.565,0.978783236
1547,1986,Republicans,Democrats,8,Ronald Reagan,Republican,2.58,0.565,0.978783236
1548,1986,Republicans,Democrats,7.95,Ronald Reagan,Republican,2.58,0.565,0.978783236
1549,1986,Republicans,Democrats,7.98,Ronald Reagan,Republican,2.58,0.565,0.978783236
1550,1986,Republicans,Democrats,7.89,Ronald Reagan,Republican,2.58,0.565,0.978783236
1551,1986,Republicans,Democrats,7.9,Ronald Reagan,Republican,2.58,0.565,0.978783236
1552,1986,Republicans,Democrats,7.82,Ronald Reagan,Republican,2.58,0.565,0.978783236
1553,1986,Republicans,Democrats,7.63,Ronald Reagan,Republican,2.58,0.565,0.978783236
1554,1986,Republicans,Democrats,7.44,Ronald Reagan,Republican,2.58,0.565,0.978783236
1555,1986,Republicans,Democrats,7.47,Ronald Reagan,Republican,2.58,0.565,0.978783236
1556,1986,Republicans,Democrats,7.43,Ronald Reagan,Republican,2.58,0.565,0.978783236
1557,1986,Republicans,Democrats,7.46,Ronald Reagan,Republican,2.58,0.565,0.978783236
1558,1986,Republicans,Democrats,7.53,Ronald Reagan,Republican,2.58,0.565,0.978783236
1559,1986,Republicans,Democrats,7.54,Ronald Reagan,Republican,2.58,0.565,0.978783236
1560,1986,Republicans,Democrats,7.39,Ronald Reagan,Republican,2.58,0.565,0.978783236
1561,1986,Republicans,Democrats,7.33,Ronald Reagan,Republican,2.58,0.565,0.978783236
1562,1986,Republicans,Democrats,7.31,Ronald Reagan,Republican,2.58,0.565,0.978783236
1563,1986,Republicans,Democrats,7.37,Ronald Reagan,Republican,2.58,0.565,0.978783236
1564,1986,Republicans,Democrats,7.29,Ronald Reagan,Republican,2.58,0.565,0.978783236
1565,1986,Republicans,Democrats,7.34,Ronald Reagan,Republican,2.58,0.565,0.978783236
1566,1986,Republicans,Democrats,7.14,Ronald Reagan,Republican,2.58,0.565,0.978783236
1567,1986,Republicans,Democrats,7.16,Ronald Reagan,Republican,2.58,0.565,0.978783236
1568,1986,Republicans,Democrats,7.19,Ronald Reagan,Republican,2.58,0.565,0.978783236
1569,1986,Republicans,Democrats,7.16,Ronald Reagan,Republican,2.58,0.565,0.978783236
1570,1986,Republicans,Democrats,7.28,Ronald Reagan,Republican,2.58,0.565,0.978783236
1571,1986,Republicans,Democrats,7.45,Ronald Reagan,Republican,2.58,0.565,0.978783236
1572,1986,Republicans,Democrats,7.59,Ronald Reagan,Republican,2.58,0.565,0.978783236
1573,1986,Republicans,Democrats,7.61,Ronald Reagan,Republican,2.58,0.565,0.978783236
1574,1986,Republicans,Democrats,7.54,Ronald Reagan,Republican,2.58,0.565,0.978783236
1575,1986,Republicans,Democrats,7.45,Ronald Reagan,Republican,2.58,0.565,0.978783236
1576,1986,Republicans,Democrats,7.47,Ronald Reagan,Republican,2.58,0.565,0.978783236
1577,1986,Republicans,Democrats,7.54,Ronald Reagan,Republican,2.58,0.565,0.978783236
1578,1986,Republicans,Democrats,7.62,Ronald Reagan,Republican,2.58,0.565,0.978783236
1579,1986,Republicans,Democrats,7.49,Ronald Reagan,Republican,2.58,0.565,0.978783236
1580,1986,Republicans,Democrats,7.5,Ronald Reagan,Republican,2.58,0.565,0.978783236
1581,1986,Republicans,Democrats,7.53,Ronald Reagan,Republican,2.58,0.565,0.978783236
1582,1986,Republicans,Democrats,7.36,Ronald Reagan,Republican,2.58,0.565,0.978783236
1583,1986,Republicans,Democrats,7.37,Ronald Reagan,Republican,2.58,0.565,0.978783236
1584,1986,Republicans,Democrats,7.41,Ronald Reagan,Republican,2.58,0.565,0.978783236
1585,1986,Republicans,Democrats,7.42,Ronald Reagan,Republican,2.58,0.565,0.978783236
1586,1986,Republicans,Democrats,7.43,Ronald Reagan,Republican,2.58,0.565,0.978783236
1587,1986,Republicans,Democrats,7.5,Ronald Reagan,Republican,2.58,0.565,0.978783236
1588,1986,Republicans,Democrats,7.64,Ronald Reagan,Republican,2.58,0.565,0.978783236
1589,1986,Republicans,Democrats,7.68,Ronald Reagan,Republican,2.58,0.565,0.978783236
1590,1986,Republicans,Democrats,7.58,Ronald Reagan,Republican,2.58,0.565,0.978783236
1591,1986,Republicans,Democrats,7.58,Ronald Reagan,Republican,2.58,0.565,0.978783236
1592,1986,Republicans,Democrats,7.5,Ronald Reagan,Republican,2.58,0.565,0.978783236
1593,1986,Republicans,Democrats,7.45,Ronald Reagan,Republican,2.58,0.565,0.978783236
1594,1986,Republicans,Democrats,7.41,Ronald Reagan,Republican,2.58,0.565,0.978783236
1595,1986,Republicans,Democrats,7.45,Ronald Reagan,Republican,2.58,0.565,0.978783236
1596,1986,Republicans,Democrats,7.66,Ronald Reagan,Republican,2.58,0.565,0.978783236
1597,1986,Republicans,Democrats,7.74,Ronald Reagan,Republican,2.58,0.565,0.978783236
1598,1986,Republicans,Democrats,7.91,Ronald Reagan,Republican,2.58,0.565,0.978783236
1599,1986,Republicans,Democrats,7.81,Ronald Reagan,Republican,2.58,0.565,0.978783236
1600,1986,Republicans,Democrats,7.93,Ronald Reagan,Republican,2.58,0.565,0.978783236
1601,1986,Republicans,Democrats,7.9,Ronald Reagan,Republican,2.58,0.565,0.978783236
1602,1986,Republicans,Democrats,7.65,Ronald Reagan,Republican,2.58,0.565,0.978783236
1603,1986,Republicans,Democrats,7.79,Ronald Reagan,Republican,2.58,0.565,0.978783236
1604,1986,Republicans,Democrats,7.78,Ronald Reagan,Republican,2.58,0.565,0.978783236
1605,1986,Republicans,Democrats,7.7,Ronald Reagan,Republican,2.58,0.565,0.978783236
1606,1986,Republicans,Democrats,7.7,Ronald Reagan,Republican,2.58,0.565,0.978783236
1607,1986,Republicans,Democrats,7.52,Ronald Reagan,Republican,2.58,0.565,0.978783236
1608,1986,Republicans,Democrats,7.43,Ronald Reagan,Republican,2.58,0.565,0.978783236
1609,1986,Republicans,Democrats,7.43,Ronald Reagan,Republican,2.58,0.565,0.978783236
1610,1986,Republicans,Democrats,7.44,Ronald Reagan,Republican,2.58,0.565,0.978783236
1611,1986,Republicans,Democrats,7.52,Ronald Reagan,Republican,2.58,0.565,0.978783236
1612,1986,Republicans,Democrats,7.47,Ronald Reagan,Republican,2.58,0.565,0.978783236
1613,1986,Republicans,Democrats,7.43,Ronald Reagan,Republican,2.58,0.565,0.978783236
1614,1986,Republicans,Democrats,7.39,Ronald Reagan,Republican,2.58,0.565,0.978783236
1615,1986,Republicans,Democrats,7.36,Ronald Reagan,Republican,2.58,0.565,0.978783236
1616,1986,Republicans,Democrats,7.35,Ronald Reagan,Republican,2.58,0.565,0.978783236
1617,1986,Republicans,Democrats,7.29,Ronald Reagan,Republican,2.58,0.565,0.978783236
1618,1986,Republicans,Democrats,7.24,Ronald Reagan,Republican,2.58,0.565,0.978783236
1619,1986,Republicans,Democrats,7.21,Ronald Reagan,Republican,2.58,0.565,0.978783236
1620,1986,Republicans,Democrats,7.22,Ronald Reagan,Republican,2.58,0.565,0.978783236
1621,1986,Republicans,Democrats,7.18,Ronald Reagan,Republican,2.58,0.565,0.978783236
1622,1986,Republicans,Democrats,7.16,Ronald Reagan,Republican,2.58,0.565,0.978783236
1623,1986,Republicans,Democrats,7.23,Ronald Reagan,Republican,2.58,0.565,0.978783236
1624,1986,Republicans,Democrats,7.15,Ronald Reagan,Republican,2.58,0.565,0.978783236
1625,1986,Republicans,Democrats,7.16,Ronald Reagan,Republican,2.58,0.565,0.978783236
1626,1986,Republicans,Democrats,7.19,Ronald Reagan,Republican,2.58,0.565,0.978783236
1627,1986,Republicans,Democrats,7.14,Ronald Reagan,Republican,2.58,0.565,0.978783236
1628,1986,Republicans,Democrats,7.12,Ronald Reagan,Republican,2.58,0.565,0.978783236
1629,1986,Republicans,Democrats,7.17,Ronald Reagan,Republican,2.58,0.565,0.978783236
1630,1986,Republicans,Democrats,7.2,Ronald Reagan,Republican,2.58,0.565,0.978783236
1631,1986,Republicans,Democrats,7.19,Ronald Reagan,Republican,2.58,0.565,0.978783236
1632,1986,Republicans,Democrats,7.17,Ronald Reagan,Republican,2.58,0.565,0.978783236
1633,1986,Republicans,Democrats,7.27,Ronald Reagan,Republican,2.58,0.565,0.978783236
1634,1986,Republicans,Democrats,7.36,Ronald Reagan,Republican,2.58,0.565,0.978783236
1635,1986,Republicans,Democrats,7.41,Ronald Reagan,Republican,2.58,0.565,0.978783236
1636,1986,Republicans,Democrats,7.4,Ronald Reagan,Republican,2.58,0.565,0.978783236
1637,1986,Republicans,Democrats,7.59,Ronald Reagan,Republican,2.58,0.565,0.978783236
1638,1986,Republicans,Democrats,7.5,Ronald Reagan,Republican,2.58,0.565,0.978783236
1639,1986,Republicans,Democrats,7.51,Ronald Reagan,Republican,2.58,0.565,0.978783236
1640,1986,Republicans,Democrats,7.46,Ronald Reagan,Republican,2.58,0.565,0.978783236
1641,1986,Republicans,Democrats,7.46,Ronald Reagan,Republican,2.58,0.565,0.978783236
1642,1986,Republicans,Democrats,7.46,Ronald Reagan,Republican,2.58,0.565,0.978783236
1643,1986,Republicans,Democrats,7.54,Ronald Reagan,Republican,2.58,0.565,0.978783236
1644,1986,Republicans,Democrats,7.57,Ronald Reagan,Republican,2.58,0.565,0.978783236
1645,1986,Republicans,Democrats,7.56,Ronald Reagan,Republican,2.58,0.565,0.978783236
1646,1986,Republicans,Democrats,7.41,Ronald Reagan,Republican,2.58,0.565,0.978783236
1647,1986,Republicans,Democrats,7.35,Ronald Reagan,Republican,2.58,0.565,0.978783236
1648,1986,Republicans,Democrats,7.34,Ronald Reagan,Republican,2.58,0.565,0.978783236
1649,1986,Republicans,Democrats,7.28,Ronald Reagan,Republican,2.58,0.565,0.978783236
1650,1986,Republicans,Democrats,7.29,Ronald Reagan,Republican,2.58,0.565,0.978783236
1651,1986,Republicans,Democrats,7.29,Ronald Reagan,Republican,2.58,0.565,0.978783236
1652,1986,Republicans,Democrats,7.28,Ronald Reagan,Republican,2.58,0.565,0.978783236
1653,1986,Republicans,Democrats,7.19,Ronald Reagan,Republican,2.58,0.565,0.978783236
1654,1986,Republicans,Democrats,7.17,Ronald Reagan,Republican,2.58,0.565,0.978783236
1655,1986,Republicans,Democrats,7.19,Ronald Reagan,Republican,2.58,0.565,0.978783236
1656,1986,Republicans,Democrats,7.27,Ronald Reagan,Republican,2.58,0.565,0.978783236
1657,1986,Republicans,Democrats,7.25,Ronald Reagan,Republican,2.58,0.565,0.978783236
1658,1986,Republicans,Democrats,7.2,Ronald Reagan,Republican,2.58,0.565,0.978783236
1659,1986,Republicans,Democrats,7.28,Ronald Reagan,Republican,2.58,0.565,0.978783236
1660,1986,Republicans,Democrats,7.26,Ronald Reagan,Republican,2.58,0.565,0.978783236
1661,1986,Republicans,Democrats,7.21,Ronald Reagan,Republican,2.58,0.565,0.978783236
1662,1986,Republicans,Democrats,7.23,Ronald Reagan,Republican,2.58,0.565,0.978783236
1663,1986,Republicans,Democrats,7.43,Ronald Reagan,Republican,2.58,0.565,0.978783236
1664,1986,Republicans,Democrats,7.4,Ronald Reagan,Republican,2.58,0.565,0.978783236
1665,1986,Republicans,Democrats,7.54,Ronald Reagan,Republican,2.58,0.565,0.978783236
1666,1986,Republicans,Democrats,7.59,Ronald Reagan,Republican,2.58,0.565,0.978783236
1667,1986,Republicans,Democrats,7.53,Ronald Reagan,Republican,2.58,0.565,0.978783236
1668,1986,Republicans,Democrats,7.54,Ronald Reagan,Republican,2.58,0.565,0.978783236
1669,1986,Republicans,Democrats,7.74,Ronald Reagan,Republican,2.58,0.565,0.978783236
1670,1986,Republicans,Democrats,7.74,Ronald Reagan,Republican,2.58,0.565,0.978783236
1671,1986,Republicans,Democrats,7.66,Ronald Reagan,Republican,2.58,0.565,0.978783236
1672,1986,Republicans,Democrats,7.67,Ronald Reagan,Republican,2.58,0.565,0.978783236
1673,1986,Republicans,Democrats,7.64,Ronald Reagan,Republican,2.58,0.565,0.978783236
1674,1986,Republicans,Democrats,7.74,Ronald Reagan,Republican,2.58,0.565,0.978783236
1675,1986,Republicans,Democrats,7.83,Ronald Reagan,Republican,2.58,0.565,0.978783236
1676,1986,Republicans,Democrats,7.79,Ronald Reagan,Republican,2.58,0.565,0.978783236
1677,1986,Republicans,Democrats,7.76,Ronald Reagan,Republican,2.58,0.565,0.978783236
1678,1986,Republicans,Democrats,7.64,Ronald Reagan,Republican,2.58,0.565,0.978783236
1679,1986,Republicans,Democrats,7.64,Ronald Reagan,Republican,2.58,0.565,0.978783236
1680,1986,Republicans,Democrats,7.63,Ronald Reagan,Republican,2.58,0.565,0.978783236
1681,1986,Republicans,Democrats,7.69,Ronald Reagan,Republican,2.58,0.565,0.978783236
1682,1986,Republicans,Democrats,7.6,Ronald Reagan,Republican,2.58,0.565,0.978783236
1683,1986,Republicans,Democrats,7.57,Ronald Reagan,Republican,2.58,0.565,0.978783236
1684,1986,Republicans,Democrats,7.61,Ronald Reagan,Republican,2.58,0.565,0.978783236
1685,1986,Republicans,Democrats,7.53,Ronald Reagan,Republican,2.58,0.565,0.978783236
1686,1986,Republicans,Democrats,7.53,Ronald Reagan,Republican,2.58,0.565,0.978783236
1687,1986,Republicans,Democrats,7.54,Ronald Reagan,Republican,2.58,0.565,0.978783236
1688,1986,Republicans,Democrats,7.6,Ronald Reagan,Republican,2.58,0.565,0.978783236
1689,1986,Republicans,Democrats,7.63,Ronald Reagan,Republican,2.58,0.565,0.978783236
1690,1986,Republicans,Democrats,7.66,Ronald Reagan,Republican,2.58,0.565,0.978783236
1691,1986,Republicans,Democrats,7.79,Ronald Reagan,Republican,2.58,0.565,0.978783236
1692,1986,Republicans,Democrats,7.78,Ronald Reagan,Republican,2.58,0.565,0.978783236
1693,1986,Republicans,Democrats,7.81,Ronald Reagan,Republican,2.58,0.565,0.978783236
1694,1986,Republicans,Democrats,7.84,Ronald Reagan,Republican,2.58,0.565,0.978783236
1695,1986,Republicans,Democrats,7.92,Ronald Reagan,Republican,2.58,0.565,0.978783236
1696,1986,Republicans,Democrats,7.84,Ronald Reagan,Republican,2.58,0.565,0.978783236
1697,1986,Republicans,Democrats,7.78,Ronald Reagan,Republican,2.58,0.565,0.978783236
1698,1986,Republicans,Democrats,7.72,Ronald Reagan,Republican,2.58,0.565,0.978783236
1699,1986,Republicans,Democrats,7.76,Ronald Reagan,Republican,2.58,0.565,0.978783236
1700,1986,Republicans,Democrats,7.71,Ronald Reagan,Republican,2.58,0.565,0.978783236
1701,1986,Republicans,Democrats,7.75,Ronald Reagan,Republican,2.58,0.565,0.978783236
1702,1986,Republicans,Democrats,7.71,Ronald Reagan,Republican,2.58,0.565,0.978783236
1703,1986,Republicans,Democrats,7.61,Ronald Reagan,Republican,2.58,0.565,0.978783236
1704,1986,Republicans,Democrats,7.61,Ronald Reagan,Republican,2.58,0.565,0.978783236
1705,1986,Republicans,Democrats,7.57,Ronald Reagan,Republican,2.58,0.565,0.978783236
1706,1986,Republicans,Democrats,7.59,Ronald Reagan,Republican,2.58,0.565,0.978783236
1707,1986,Republicans,Democrats,7.58,Ronald Reagan,Republican,2.58,0.565,0.978783236
1708,1986,Republicans,Democrats,7.55,Ronald Reagan,Republican,2.58,0.565,0.978783236
1709,1986,Republicans,Democrats,7.63,Ronald Reagan,Republican,2.58,0.565,0.978783236
1710,1986,Republicans,Democrats,7.64,Ronald Reagan,Republican,2.58,0.565,0.978783236
1711,1986,Republicans,Democrats,7.59,Ronald Reagan,Republican,2.58,0.565,0.978783236
1712,1986,Republicans,Democrats,7.59,Ronald Reagan,Republican,2.58,0.565,0.978783236
1713,1986,Republicans,Democrats,7.53,Ronald Reagan,Republican,2.58,0.565,0.978783236
1714,1986,Republicans,Democrats,7.48,Ronald Reagan,Republican,2.58,0.565,0.978783236
1715,1986,Republicans,Democrats,7.52,Ronald Reagan,Republican,2.58,0.565,0.978783236
1716,1986,Republicans,Democrats,7.44,Ronald Reagan,Republican,2.58,0.565,0.978783236
1717,1986,Republicans,Democrats,7.45,Ronald Reagan,Republican,2.58,0.565,0.978783236
1718,1986,Republicans,Democrats,7.44,Ronald Reagan,Republican,2.58,0.565,0.978783236
1719,1986,Republicans,Democrats,7.4,Ronald Reagan,Republican,2.58,0.565,0.978783236
1720,1986,Republicans,Democrats,7.44,Ronald Reagan,Republican,2.58,0.565,0.978783236
1721,1986,Republicans,Democrats,7.42,Ronald Reagan,Republican,2.58,0.565,0.978783236
1722,1986,Republicans,Democrats,7.41,Ronald Reagan,Republican,2.58,0.565,0.978783236
1723,1986,Republicans,Democrats,7.42,Ronald Reagan,Republican,2.58,0.565,0.978783236
1724,1986,Republicans,Democrats,7.34,Ronald Reagan,Republican,2.58,0.565,0.978783236
1725,1986,Republicans,Democrats,7.31,Ronald Reagan,Republican,2.58,0.565,0.978783236
1726,1986,Republicans,Democrats,7.29,Ronald Reagan,Republican,2.58,0.565,0.978783236
1727,1986,Republicans,Democrats,7.38,Ronald Reagan,Republican,2.58,0.565,0.978783236
1728,1986,Republicans,Democrats,7.34,Ronald Reagan,Republican,2.58,0.565,0.978783236
1729,1986,Republicans,Democrats,7.33,Ronald Reagan,Republican,2.58,0.565,0.978783236
1730,1986,Republicans,Democrats,7.32,Ronald Reagan,Republican,2.58,0.565,0.978783236
1731,1986,Republicans,Democrats,7.38,Ronald Reagan,Republican,2.58,0.565,0.978783236
1732,1986,Republicans,Democrats,7.39,Ronald Reagan,Republican,2.58,0.565,0.978783236
1733,1986,Republicans,Democrats,7.41,Ronald Reagan,Republican,2.58,0.565,0.978783236
1734,1986,Republicans,Democrats,7.39,Ronald Reagan,Republican,2.58,0.565,0.978783236
1735,1986,Republicans,Democrats,7.39,Ronald Reagan,Republican,2.58,0.565,0.978783236
1736,1986,Republicans,Democrats,7.38,Ronald Reagan,Republican,2.58,0.565,0.978783236
1737,1986,Republicans,Democrats,7.36,Ronald Reagan,Republican,2.58,0.565,0.978783236
1738,1986,Republicans,Democrats,7.36,Ronald Reagan,Republican,2.58,0.565,0.978783236
1739,1986,Republicans,Democrats,7.34,Ronald Reagan,Republican,2.58,0.565,0.978783236
